year,player,team,LINX_loo,ol_adj_loo
2024,Tyrone Tracy Jr.,NYG,-0.7532056797455632,0.9055528215223099
2024,Brian Robinson Jr.,WAS,-0.18593065118893265,-0.31393896698581436
2024,David Montgomery,DET,0.0905902445221638,-1.341406174858132
2024,Tank Bigsby,JAX,0.9319560054223548,-0.23305860805860812
2024,Jordan Mason,SFO,0.5351945971492349,0.6569194151649098
2024,Kenneth Walker III,SEA,-0.19887263643702505,-0.4738168359713364
2024,Travis Etienne,JAX,-1.0169682007780039,0.016666666666666607
2024,Rachaad White,TAM,0.1232565802976372,-1.294666018158236
2024,Javonte Williams,DEN,-1.0743151700294353,-0.43388489208633096
2024,Tyler Allgeier,ATL,0.29060700739655276,-0.23534965115475837
2024,Zach Charbonnet,SEA,0.3062356709056836,0.021256038647343045
2024,Alexander Mattison,LVR,-1.1744590141639786,-0.5696078431372549
2024,Antonio Gibson,NWE,1.0500558223508414,0.012500000000000178
2024,Jaylen Warren,PIT,-0.0165122942161645,0.46737288135593236
2024,Ray Davis,BUF,-0.6616510941580551,-0.644162146731373
2024,Jaleel McLaughlin,DEN,-0.32302384628350495,0.8407079646017701
2024,Devin Singletary,NYG,-0.22743726307709822,-0.740097946558983
2024,Jerome Ford,CLE,0.18461788047264388,1.4580112098956322
2024,Emanuel Wilson,GNB,0.6269372538394126,0.5480107170637551
2024,Nick Chubb,CLE,-1.5080753993117573,-1.0447761194029852
2024,Gus Edwards,LAC,0.23421383806019708,-0.7403174140943507
2025,Jonathan Taylor,IND,0.9346651424572187,0.5705882352941178
2025,Christian McCaffrey,SFO,-1.0777961250824735,-0.23525094366000276
2025,James Cook,BUF,0.46699747498669525,0.4888529306005034
2025,Derrick Henry,BAL,0.09286719658857626,-0.24408815939760586
2025,Bijan Robinson,ATL,0.8298656013046336,0.8432543066689406
2025,Saquon Barkley,PHI,-0.6931025606824174,-0.3726190476190476
2025,Ashton Jeanty,LVR,0.3146147155508461,-0.0424590888987173
2025,Travis Etienne,JAX,-0.06708800301566364,0.31248185776487647
2025,Kyren Williams,LAR,-0.12539914293134763,-0.6647849820263616
2025,Javonte Williams,DAL,0.7380798263670414,-0.45238095238095255
2025,Jahmyr Gibbs,DET,0.0528686734887287,1.028598218471636
2025,Breece Hall,NYJ,-0.3281708806447996,0.18765432098765444
2025,Tony Pollard,TEN,-0.221518471885768,0.06631484616150551
2025,De'Von Achane,MIA,2.0511258410274347,1.272689075630252
2025,Rico Dowdle,CAR,0.13454928170030125,0.46698217037200074
2025,Josh Jacobs,GNB,0.07174551158210857,0.1654858299595141
2025,Chase Brown,CIN,0.1996077551505441,0.09293103448275852
2025,Quinshon Judkins,CLE,0.06988794891620063,0.10689655172413781
2025,D'Andre Swift,CHI,-0.2336458575474463,0.2705707538408473
2025,Kenneth Walker III,SEA,0.4582702823884036,0.7274304792865611
2025,Jaylen Warren,PIT,0.7878247565616612,-0.17432080635471614
2025,Woody Marks,HOU,-0.738466477871902,-0.12456016889514432
2025,Zach Charbonnet,SEA,-0.37415875370504925,-0.5678341384863126
2025,TreVeyon Henderson,NWE,0.4110160250187327,1.1599476439790575
2025,Tyrone Tracy Jr.,NYG,-0.5753264277580517,0.5079545454545453
2025,Jacory Croskey-Merritt,WAS,0.5591830091963703,1.0137815126050422
2025,Bucky Irving,TAM,-1.0026411754486828,-1.035159357267858
2025,Kyle Monangai,CHI,-0.6250528025443413,-0.2705707538408473
2025,Kareem Hunt,KAN,-0.45933919538756685,-0.362834204347497
2025,Jordan Mason,MIN,0.7580638120532674,0.2354147121164738
2025,David Montgomery,DET,-0.705548778721039,-1.028598218471636
2025,Kimani Vidal,LAC,-0.2653040360931965,-0.5137710823644999
2025,J.K. Dobbins,DEN,0.6421210469044875,0.45923068681024315
2025,RJ Harvey,DEN,-0.8041630033338094,-0.7906272530641671
2025,Blake Corum,LAR,-0.042947140147510915,0.6647849820263616
2025,Tyler Allgeier,ATL,-0.9046191210270143,-0.8432543066689406
2025,Chuba Hubbard,CAR,-1.092096380953547,-0.5081623134328357
2025,Aaron Jones,MIN,-0.5018609894621451,0.2585955710955714
2025,Rachaad White,TAM,-0.325104948885053,0.7330934830934832
2025,Alvin Kamara,NOR,-0.6965151950473512,0.4011924657843622
2025,Rhamondre Stevenson,NWE,1.1540757443367253,-0.8984040855410149
2025,Emanuel Wilson,GNB,0.057900544900296586,-0.2371800766283525
2025,Omarion Hampton,LAC,0.5513979985543288,0.9903791737408034
2025,Nick Chubb,HOU,-0.07188941413951809,0.25593300585902834
2025,Devin Singletary,NYG,-0.7983693520340054,-0.5315050207808756
2025,Isiah Pacheco,KAN,-0.718216291338781,0.31560632113321874
2025,Kenneth Gainwell,PIT,0.8853810553625967,0.5562651398370404
2025,Chris Rodriguez,WAS,1.3782683629387835,-0.8007740649908033
2025,Cam Skattebo,NYG,-0.15203708164752672,-0.07209263299211255
